DS,GEMMA2,GPT-4o,PHI3.5,QWEN2.5,drug1,drug2,source_file,target
0,0,0,0,0,DB08292,DB01811,KEGG,0
0,0,0,0,1,DB14126,DB03752,KEGG,0
0,0,0,0,0,DB04325,DB03958,KEGG,0
0,0,0,0,0,DB07319,DB00215,KEGG,0
1,0,1,1,1,DB11799,DB00652,KEGG,0
0,0,0,0,0,DB07349,DB01418,KEGG,0
0,0,0,0,0,DB03717,DB02472,KEGG,0
0,0,0,0,0,DB02461,DB03574,KEGG,0
0,0,0,0,0,DB07082,DB02259,KEGG,0
0,0,0,0,1,DB08437,DB01644,KEGG,0
0,0,0,0,0,DB04203,DB03506,KEGG,0
0,0,0,0,0,DB08560,DB06856,KEGG,0
0,0,0,0,0,DB08408,DB03953,KEGG,0
0,0,0,0,0,DB03908,DB08221,KEGG,0
0,0,0,0,1,DB09096,DB04419,KEGG,0
0,0,0,0,0,DB02332,DB09142,KEGG,0
1,1,1,1,1,DB08813,DB14528,KEGG,0
0,0,0,0,0,DB07093,DB08490,KEGG,0
0,0,0,0,0,DB02910,DB03447,KEGG,0
0,0,0,0,0,DB02211,DB01836,KEGG,0
1,1,1,1,1,DB01384,DB01595,KEGG,0
0,0,0,0,0,DB02726,DB02090,KEGG,0
0,0,0,0,0,DB01089,DB08734,KEGG,0
0,0,0,0,0,DB07514,DB12808,KEGG,0
0,0,0,0,0,DB11951,DB04097,KEGG,0
0,0,0,0,0,DB04163,DB00071,KEGG,0
0,0,0,0,0,DB02736,DB02851,KEGG,0
1,0,1,1,1,DB02998,DB04570,KEGG,0
0,0,0,0,0,DB02556,DB03707,KEGG,0
0,0,0,0,0,DB02697,DB07406,KEGG,0
0,0,0,0,0,DB01060,DB07134,KEGG,0
1,0,1,1,1,DB00330,DB09456,KEGG,0
0,0,0,0,0,DB03837,DB01935,KEGG,0
0,0,0,0,0,DB08672,DB02921,KEGG,0
0,0,0,0,1,DB00912,DB06853,KEGG,0
0,0,0,0,0,DB08175,DB07317,KEGG,0
0,0,0,0,0,DB02686,DB08583,KEGG,0
1,0,1,1,1,DB11574,DB09033,KEGG,0
0,0,0,0,0,DB04642,DB02784,KEGG,0
0,0,0,0,0,DB08488,DB03045,KEGG,0
1,1,0,0,1,DB11753,DB02809,KEGG,0
1,0,0,0,0,DB14517,DB01762,KEGG,0
1,0,0,0,0,DB01927,DB01394,KEGG,0
0,0,0,0,0,DB08222,DB07577,KEGG,0
1,0,0,0,0,DB02016,DB01430,KEGG,0
0,0,0,0,1,DB00524,DB02429,KEGG,0
1,1,0,1,1,DB00408,DB00121,KEGG,0
0,0,0,1,1,DB01436,DB03978,KEGG,0
0,0,0,0,0,DB01949,DB07128,KEGG,0
0,0,0,0,0,DB01837,DB07606,KEGG,0
0,0,0,0,0,DB02083,DB00909,KEGG,0
0,0,0,0,0,DB02811,DB02247,KEGG,0
1,1,1,1,1,DB04690,DB00800,KEGG,0
0,0,0,0,0,DB08400,DB04855,KEGG,0
0,0,0,0,0,DB08321,DB02534,KEGG,0
1,0,0,0,0,DB03515,DB12698,KEGG,0
1,1,1,1,1,DB15699,DB00008,KEGG,0
0,0,0,0,0,DB07379,DB04716,KEGG,0
0,0,0,0,0,DB07680,DB03915,KEGG,0
0,0,0,1,1,DB00480,DB02981,KEGG,0
0,0,0,0,0,DB08430,DB08635,KEGG,0
0,0,0,0,0,DB03017,DB07287,KEGG,0
0,0,0,0,0,DB08656,DB03073,KEGG,0
0,0,0,0,0,DB00227,DB03452,KEGG,0
0,0,0,0,0,DB02247,DB03345,KEGG,0
0,0,0,1,1,DB09083,DB14074,KEGG,0
0,1,1,1,1,DB07938,DB01110,KEGG,0
0,0,0,0,0,DB06871,DB06842,KEGG,0
0,0,0,0,0,DB04284,DB07541,KEGG,0
0,0,0,0,0,DB00730,DB04701,KEGG,0
0,0,0,0,0,DB01986,DB03723,KEGG,0
0,0,0,0,0,DB02669,DB08479,KEGG,0
0,0,0,0,0,DB00115,DB07311,KEGG,0
0,0,0,1,0,DB03256,DB01366,KEGG,0
1,0,1,1,1,DB00219,DB00701,KEGG,0
0,0,0,0,0,DB07153,DB07271,KEGG,0
0,0,0,0,0,DB04197,DB06977,KEGG,0
0,0,0,0,0,DB07472,DB07859,KEGG,0
0,0,0,0,0,DB02799,DB00730,KEGG,0
0,0,0,0,1,DB08906,DB03650,KEGG,0
0,0,0,0,0,DB07153,DB06285,KEGG,0
0,0,0,0,0,DB04156,DB00370,KEGG,0
1,0,1,1,1,DB01047,DB00578,KEGG,0
0,0,0,0,0,DB02328,DB02655,KEGG,0
0,0,0,0,0,DB02690,DB02399,KEGG,0
0,0,0,0,0,DB07294,DB04252,KEGG,0
0,0,0,0,0,DB00785,DB01938,KEGG,0
0,0,0,0,0,DB03686,DB07606,KEGG,0
0,0,0,0,0,DB08469,DB00054,KEGG,0
0,0,0,0,0,DB07350,DB04037,KEGG,0
0,0,0,0,1,DB01050,DB07609,KEGG,0
0,0,0,0,0,DB07545,DB06791,KEGG,0
0,0,0,0,0,DB07933,DB02062,KEGG,0
0,0,0,0,1,DB01262,DB08254,KEGG,0
0,0,0,0,0,DB07849,DB03073,KEGG,0
0,0,0,0,0,DB02809,DB04295,KEGG,0
0,0,0,0,0,DB01070,DB02541,KEGG,0
0,0,0,0,0,DB00730,DB08239,KEGG,0
0,0,0,0,0,DB06972,DB07269,KEGG,0
0,0,0,0,0,DB07104,DB03752,KEGG,0
0,0,0,0,0,DB04372,DB08661,KEGG,0
0,0,0,0,0,DB14641,DB07276,KEGG,0
0,0,0,0,0,DB04769,DB00093,KEGG,0
0,0,0,0,0,DB01981,DB02774,KEGG,0
1,1,1,1,1,DB00105,DB12001,KEGG,0
0,0,0,0,0,DB08675,DB08373,KEGG,0
0,0,0,0,0,DB04306,DB00618,KEGG,0
1,0,1,1,1,DB00552,DB16200,KEGG,0
1,0,1,1,1,DB04440,DB01177,KEGG,0
0,0,0,0,0,DB07800,DB08519,KEGG,0
1,1,1,1,1,DB00950,DB00277,KEGG,0
0,0,0,0,0,DB07198,DB07772,KEGG,0
0,0,0,0,1,DB03103,DB00339,KEGG,0
0,0,0,0,1,DB00731,DB07272,KEGG,0
0,0,0,0,0,DB07317,DB13985,KEGG,0
0,0,0,0,1,DB00501,DB06983,KEGG,0
0,0,0,0,0,DB04655,DB07300,KEGG,0
0,0,0,0,0,DB04397,DB02137,KEGG,0
1,1,1,1,0,DB14999,DB00184,KEGG,0
0,0,0,0,0,DB03088,DB02541,KEGG,0
0,0,0,0,1,DB00184,DB07585,KEGG,0
0,0,0,0,0,DB06968,DB08436,KEGG,0
0,0,0,0,0,DB01990,DB08404,KEGG,0
0,0,0,1,0,DB03895,DB08875,KEGG,0
0,0,0,0,0,DB02992,DB07751,KEGG,0
0,0,0,0,0,DB02425,DB03742,KEGG,0
0,0,0,0,0,DB04677,DB03358,KEGG,0
0,0,0,0,0,DB06083,DB03818,KEGG,0
0,0,0,0,0,DB03860,DB03719,KEGG,0
0,0,0,0,0,DB15271,DB08759,KEGG,0
0,0,0,0,0,DB07039,DB02518,KEGG,0
0,0,0,0,0,DB03556,DB03892,KEGG,0
0,0,0,0,0,DB00879,DB01803,KEGG,0
0,0,0,0,0,DB06999,DB02449,KEGG,0
0,0,0,0,0,DB04588,DB03937,KEGG,0
0,0,0,0,0,DB07946,DB02266,KEGG,0
0,0,0,0,0,DB03077,DB02023,KEGG,0
0,0,0,0,0,DB07607,DB06787,KEGG,0
0,0,0,0,0,DB07539,DB02571,KEGG,0
0,0,0,0,0,DB02724,DB02855,KEGG,0
0,1,0,0,1,DB04570,DB03552,KEGG,0
0,0,0,0,0,DB07875,DB03801,KEGG,0
0,0,0,0,0,DB03086,DB02425,KEGG,0
0,0,0,0,0,DB06696,DB08247,KEGG,0
0,0,0,0,0,DB02414,DB02565,KEGG,0
0,0,0,0,0,DB13125,DB04480,KEGG,0
0,0,0,0,0,DB04607,DB02686,KEGG,0
0,0,0,0,0,DB06890,DB04607,KEGG,0
1,0,0,0,0,DB09122,DB07870,KEGG,0
0,0,0,0,0,DB01763,DB08640,KEGG,0
0,0,0,0,0,DB00094,DB04782,KEGG,0
1,1,1,1,1,DB09256,DB04540,KEGG,0
0,0,0,0,0,DB02875,DB01960,KEGG,0
1,1,1,1,1,DB00334,DB11641,KEGG,0
0,0,0,0,0,DB07910,DB04414,KEGG,0
0,0,0,0,0,DB08052,DB08063,KEGG,0
0,0,0,0,0,DB14039,DB08234,KEGG,0
0,0,0,0,0,DB08146,DB03126,KEGG,0
1,0,0,0,1,DB06772,DB16862,KEGG,0
0,0,0,0,0,DB03673,DB08235,KEGG,0
0,0,0,0,0,DB07973,DB00347,KEGG,0
0,0,0,0,0,DB08304,DB00515,KEGG,0
0,0,0,0,1,DB15569,DB04205,KEGG,0
1,0,1,1,1,DB12537,DB01331,KEGG,0
0,0,0,1,0,DB01436,DB03470,KEGG,0
0,0,0,0,0,DB02846,DB02949,KEGG,0
0,0,0,0,1,DB00709,DB07549,KEGG,0
0,0,0,0,0,DB02463,DB08293,KEGG,0
0,0,0,0,0,DB02441,DB03846,KEGG,0
0,0,0,0,0,DB00665,DB07537,KEGG,0
1,0,1,1,1,DB06777,DB00880,KEGG,0
1,1,1,1,1,DB01080,DB01349,KEGG,0
0,0,0,1,0,DB07448,DB00989,KEGG,0
0,0,0,0,0,DB08597,DB04719,KEGG,0
0,0,0,0,0,DB00040,DB02296,KEGG,0
0,0,0,0,0,DB08113,DB06947,KEGG,0
0,0,0,0,0,DB07979,DB04133,KEGG,0
0,0,0,0,0,DB14901,DB07633,KEGG,0
0,1,1,1,1,DB00545,DB09559,KEGG,0
1,1,1,1,1,DB04843,DB04557,KEGG,0
0,0,0,0,0,DB07610,DB04811,KEGG,0
0,0,0,0,0,DB07862,DB00831,KEGG,0
0,0,0,0,0,DB14004,DB08492,KEGG,0
0,0,0,0,0,DB08001,DB02875,KEGG,0
0,0,0,0,0,DB06958,DB06940,KEGG,0
1,1,1,1,1,DB12016,DB15534,KEGG,0
0,0,0,0,0,DB06945,DB07413,KEGG,0
0,0,0,0,0,DB08583,DB02801,KEGG,0
0,0,0,0,0,DB07644,DB08466,KEGG,0
0,0,0,0,0,DB07409,DB08291,KEGG,0
0,0,0,0,1,DB00871,DB08174,KEGG,0
0,0,0,0,0,DB06904,DB07492,KEGG,0
0,0,0,0,0,DB08110,DB00967,KEGG,0
0,0,0,0,0,DB09118,DB07276,KEGG,0
0,0,0,0,0,DB02354,DB01071,KEGG,0
0,0,0,0,0,DB07340,DB07956,KEGG,0
0,0,0,0,1,DB12184,DB07860,KEGG,0
0,0,0,0,0,DB02671,DB02728,KEGG,0
0,0,0,0,0,DB06952,DB04352,KEGG,0
1,0,0,0,1,DB14517,DB11700,KEGG,0
0,0,0,0,0,DB12107,DB02934,KEGG,0
0,0,0,0,0,DB02866,DB07083,KEGG,0
0,0,0,0,0,DB08838,DB04337,KEGG,0
0,0,0,1,0,DB01077,DB03345,KEGG,0
0,0,0,0,0,DB03664,DB03796,KEGG,0
0,0,0,0,0,DB08587,DB01835,KEGG,0
0,0,0,0,0,DB07088,DB01766,KEGG,0
0,0,0,0,0,DB00147,DB03868,KEGG,0
0,0,0,0,0,DB03456,DB01628,KEGG,0
0,0,0,0,0,DB01272,DB03369,KEGG,0
0,0,0,0,0,DB02740,DB08087,KEGG,0
0,0,0,1,0,DB04590,DB00458,KEGG,0
0,0,0,0,0,DB07524,DB13923,KEGG,0
1,1,1,1,1,DB11094,DB01395,KEGG,0
0,0,0,0,0,DB00272,DB07432,KEGG,0
0,0,0,0,0,DB01968,DB07881,KEGG,0
0,0,0,0,0,DB02113,DB01203,KEGG,0
0,0,0,0,0,DB04941,DB03812,KEGG,0
0,0,0,0,0,DB04795,DB02570,KEGG,0
0,0,0,0,0,DB08424,DB02489,KEGG,0
0,1,0,0,0,DB04445,DB00876,KEGG,0
0,0,0,0,0,DB15568,DB04612,KEGG,0
0,0,0,0,0,DB03637,DB08494,KEGG,0
0,0,0,0,0,DB07277,DB07199,KEGG,0
0,0,0,0,0,DB07299,DB07879,KEGG,0
0,0,0,0,0,DB07358,DB07253,KEGG,0
1,0,1,1,1,DB00093,DB00453,KEGG,0
0,0,0,0,0,DB07070,DB00608,KEGG,0
0,0,0,0,0,DB06819,DB01971,KEGG,0
0,0,0,0,0,DB03874,DB00517,KEGG,0
1,1,1,1,1,DB06719,DB00153,KEGG,0
0,0,0,0,0,DB00017,DB08587,KEGG,0
0,0,0,0,1,DB01783,DB14881,KEGG,0
0,0,0,0,1,DB00797,DB03072,KEGG,0
0,0,0,0,0,DB04608,DB02071,KEGG,0
0,0,0,0,0,DB02493,DB00398,KEGG,0
0,0,0,0,0,DB08770,DB02337,KEGG,0
0,0,0,0,0,DB07364,DB02281,KEGG,0
1,0,1,1,1,DB14009,DB12615,KEGG,0
0,0,0,0,0,DB07655,DB04549,KEGG,0
0,0,0,0,0,DB07985,DB04847,KEGG,0
0,0,0,0,0,DB08772,DB08294,KEGG,0
0,0,0,0,0,DB00018,DB04034,KEGG,0
1,1,1,1,1,DB00613,DB00035,KEGG,0
0,0,0,0,0,DB06925,DB06756,KEGG,0
0,0,0,0,0,DB06764,DB03392,KEGG,0
1,1,1,1,1,DB01409,DB00523,KEGG,0
0,0,0,0,0,DB08148,DB04082,KEGG,0
1,0,0,1,0,DB04330,DB01176,KEGG,0
0,0,0,0,0,DB08450,DB01830,KEGG,0
1,1,1,1,1,DB09063,DB03866,KEGG,0
0,0,0,0,0,DB04664,DB04196,KEGG,0
0,0,0,0,0,DB02832,DB08751,KEGG,0
0,0,0,0,0,DB06822,DB02549,KEGG,0
0,0,0,0,0,DB07999,DB04008,KEGG,0
0,0,0,1,0,DB07626,DB00308,KEGG,0
0,0,0,0,0,DB07489,DB07334,KEGG,0
0,0,0,0,0,DB08534,DB01435,KEGG,0
0,0,1,1,0,DB02152,DB01426,KEGG,0
0,0,0,0,0,DB02841,DB00725,KEGG,0
1,1,1,1,1,DB11569,DB08838,KEGG,0
1,0,0,0,0,DB07373,DB00083,KEGG,0
0,0,0,0,1,DB01274,DB03749,KEGG,0
0,0,0,0,0,DB08811,DB07483,KEGG,0
0,0,0,0,0,DB00537,DB01881,KEGG,0
0,0,0,0,0,DB03773,DB08642,KEGG,0
0,0,0,1,0,DB00052,DB07352,KEGG,0
0,0,0,0,0,DB04094,DB07448,KEGG,0
0,0,0,0,0,DB03038,DB08254,KEGG,0
0,0,0,0,0,DB01996,DB04379,KEGG,0
0,0,0,0,0,DB01920,DB08131,KEGG,0
0,0,0,0,0,DB02264,DB13269,KEGG,0
0,0,0,0,0,DB07454,DB00257,KEGG,0
0,0,0,0,0,DB00354,DB08731,KEGG,0
0,0,0,0,0,DB01857,DB03908,KEGG,0
0,0,0,0,0,DB03360,DB03006,KEGG,0
1,0,0,1,1,DB04941,DB02999,KEGG,0
0,0,0,0,0,DB00435,DB03486,KEGG,0
0,0,0,0,0,DB08684,DB12377,KEGG,0
0,0,0,0,0,DB02098,DB02576,KEGG,0
0,0,0,0,0,DB07248,DB08772,KEGG,0
0,0,0,0,0,DB08220,DB00207,KEGG,0
0,0,0,0,0,DB07969,DB01893,KEGG,0
0,0,0,0,0,DB00340,DB02497,KEGG,0
0,0,0,0,0,DB08240,DB07836,KEGG,0
1,1,1,1,1,DB14126,DB00938,KEGG,0
0,1,0,0,1,DB00571,DB08394,KEGG,0
0,0,0,0,0,DB12010,DB03773,KEGG,0
0,0,0,0,0,DB01263,DB03879,KEGG,0
1,0,0,1,1,DB15694,DB06734,KEGG,0
0,0,0,0,0,DB06893,DB01934,KEGG,0
0,0,0,0,0,DB04157,DB00157,KEGG,0
0,0,0,0,0,DB08236,DB00545,KEGG,0
0,0,0,0,0,DB06821,DB02531,KEGG,0
0,0,0,1,0,DB04090,DB01685,KEGG,0
0,0,0,0,0,DB07830,DB09070,KEGG,0
0,0,0,0,0,DB04187,DB12874,KEGG,0
1,0,1,1,1,DB09401,DB09166,KEGG,0
1,0,0,1,1,DB11951,DB11660,KEGG,0
0,0,0,0,0,DB13878,DB02773,KEGG,0
1,0,0,0,0,DB01951,DB14914,KEGG,0
0,0,0,0,1,DB00593,DB02645,KEGG,0
1,1,0,1,1,DB01393,DB11700,KEGG,0
0,0,0,0,0,DB02190,DB00039,KEGG,0
0,0,0,0,0,DB08448,DB08613,KEGG,0
0,0,0,0,0,DB04612,DB01721,KEGG,0
1,1,1,1,1,DB06403,DB00828,KEGG,0
0,0,0,0,0,DB07854,DB06840,KEGG,0
1,1,1,1,1,DB09126,DB14724,KEGG,0
1,0,0,1,1,DB00183,DB00619,KEGG,0
0,0,1,0,1,DB16694,DB06706,KEGG,0
0,0,0,0,0,DB06894,DB07490,KEGG,0
1,0,1,1,1,DB08907,DB02424,KEGG,0
0,0,0,0,0,DB06860,DB06859,KEGG,0
0,0,0,0,0,DB02467,DB04175,KEGG,0
0,0,0,0,0,DB01337,DB08119,KEGG,0
1,0,0,0,0,DB08003,DB01043,KEGG,0
0,0,0,0,1,DB01007,DB01733,KEGG,0
0,0,0,0,1,DB00695,DB07729,KEGG,0
1,0,1,1,1,DB00995,DB11761,KEGG,0
1,0,0,1,1,DB00110,DB00896,KEGG,0
0,0,0,0,0,DB06890,DB08220,KEGG,0
0,0,0,0,0,DB09318,DB07704,KEGG,0
1,0,0,1,0,DB02742,DB15354,KEGG,0
0,0,0,0,0,DB00299,DB02124,KEGG,0
0,0,0,0,0,DB17472,DB01826,KEGG,0
0,0,0,0,0,DB08145,DB02544,KEGG,0
1,1,1,1,1,DB06781,DB01381,KEGG,0
0,0,0,1,0,DB02846,DB01114,KEGG,0
0,0,0,0,0,DB06912,DB09037,KEGG,0
0,0,0,0,0,DB08421,DB09101,KEGG,0
0,0,0,0,0,DB01806,DB03915,KEGG,0
0,0,0,0,0,DB14783,DB07988,KEGG,0
0,0,0,0,0,DB00151,DB07107,KEGG,0
0,0,0,0,0,DB04697,DB14064,KEGG,0
0,0,0,0,0,DB03357,DB08309,KEGG,0
0,0,0,0,0,DB08534,DB02576,KEGG,0
0,0,0,0,0,DB07400,DB07183,KEGG,0
0,0,0,0,0,DB11641,DB07507,KEGG,0
0,0,0,0,1,DB01063,DB07844,KEGG,0
0,0,0,0,0,DB03277,DB08303,KEGG,0
1,0,0,1,1,DB13146,DB00177,KEGG,0
0,0,0,0,1,DB01365,DB04120,KEGG,0
0,0,0,0,0,DB03690,DB00682,KEGG,0
0,0,0,1,0,DB07031,DB00474,KEGG,0
0,0,0,0,0,DB02288,DB04109,KEGG,0
1,1,0,1,1,DB00691,DB02570,KEGG,0
0,0,0,0,0,DB04689,DB01148,KEGG,0
0,0,0,0,0,DB04414,DB02711,KEGG,0
0,0,0,0,0,DB00769,DB07171,KEGG,0
1,0,0,0,1,DB08547,DB14672,KEGG,0
0,1,0,0,1,DB01003,DB07776,KEGG,0
0,0,0,0,1,DB06186,DB04327,KEGG,0
0,0,0,0,0,DB07470,DB08249,KEGG,0
0,0,0,0,0,DB01947,DB08760,KEGG,0
0,0,0,0,0,DB07875,DB06439,KEGG,0
0,0,0,0,0,DB08097,DB06202,KEGG,0
0,0,0,0,0,DB07906,DB07006,KEGG,0
0,0,0,0,0,DB04241,DB04310,KEGG,0
0,0,0,0,0,DB08191,DB04649,KEGG,0
0,0,0,0,0,DB11703,DB08501,KEGG,0
0,0,0,0,0,DB02079,DB02786,KEGG,0
0,0,0,0,0,DB01779,DB07094,KEGG,0
0,0,0,0,0,DB02897,DB02489,KEGG,0
0,0,0,0,0,DB11652,DB08015,KEGG,0
0,0,0,0,0,DB02819,DB03710,KEGG,0
0,0,0,0,0,DB08357,DB07857,KEGG,0
0,0,0,0,0,DB07929,DB07602,KEGG,0
0,0,0,0,0,DB01702,DB07212,KEGG,0
0,0,0,0,0,DB12887,DB07199,KEGG,0
0,0,0,0,0,DB02542,DB14762,KEGG,0
0,0,0,0,0,DB07996,DB00005,KEGG,0
0,0,0,0,0,DB06732,DB02007,KEGG,0
0,0,0,0,0,DB01865,DB03814,KEGG,0
0,0,0,1,0,DB07686,DB09237,KEGG,0
0,0,0,0,0,DB04614,DB12532,KEGG,0
0,0,0,0,0,DB07277,DB02022,KEGG,0
0,0,0,0,0,DB07078,DB08782,KEGG,0
1,0,0,0,0,DB04876,DB02041,KEGG,0
0,0,0,0,0,DB06773,DB07288,KEGG,0
0,0,0,0,0,DB15565,DB07341,KEGG,0
0,0,0,0,0,DB07194,DB02909,KEGG,0
0,0,0,0,0,DB08331,DB00113,KEGG,0
0,0,0,0,0,DB03880,DB07586,KEGG,0
0,0,0,0,0,DB00190,DB07915,KEGG,0
1,0,0,1,1,DB14060,DB12274,KEGG,0
0,0,0,0,0,DB08786,DB08026,KEGG,0
0,1,1,1,1,DB14724,DB00478,KEGG,0
0,0,0,0,0,DB04494,DB06707,KEGG,0
0,0,0,0,0,DB07915,DB14074,KEGG,0
0,0,0,0,0,DB11597,DB01765,KEGG,0
0,0,0,0,0,DB04448,DB03890,KEGG,0
0,0,0,0,0,DB02912,DB07093,KEGG,0
1,0,1,1,1,DB07106,DB00508,KEGG,0
0,0,0,0,0,DB03312,DB02327,KEGG,0
1,1,0,0,1,DB11582,DB02021,KEGG,0
0,1,0,1,0,DB04115,DB06728,KEGG,0
0,0,0,0,0,DB07088,DB03705,KEGG,0
0,0,0,0,0,DB02617,DB01129,KEGG,0
0,0,0,0,0,DB15565,DB07917,KEGG,0
0,0,0,0,0,DB04715,DB04416,KEGG,0
0,0,0,0,0,DB01333,DB02697,KEGG,0
0,0,0,0,0,DB02872,DB00161,KEGG,0
0,0,0,0,0,DB07308,DB13874,KEGG,0
0,0,0,0,0,DB08731,DB07092,KEGG,0
1,0,1,1,1,DB06789,DB04948,KEGG,0
1,0,0,1,1,DB01355,DB03316,KEGG,0
0,0,0,0,0,DB08433,DB07749,KEGG,0
0,0,0,0,0,DB02318,DB00290,KEGG,0
0,0,0,0,0,DB01996,DB12483,KEGG,0
0,0,0,0,0,DB01925,DB00222,KEGG,0
0,0,0,0,0,DB08114,DB02859,KEGG,0
1,0,0,0,0,DB07645,DB00543,KEGG,0
0,0,0,0,0,DB03010,DB08186,KEGG,0
0,0,0,0,0,DB02316,DB00659,KEGG,0
0,0,0,0,0,DB08332,DB04607,KEGG,0
0,0,0,1,0,DB07531,DB00540,KEGG,0
0,0,0,0,1,DB01275,DB01857,KEGG,0
0,0,0,0,0,DB00025,DB06878,KEGG,0
0,0,0,0,0,DB02257,DB00825,KEGG,0
0,0,0,0,1,DB00927,DB07427,KEGG,0
0,0,0,0,0,DB08092,DB04930,KEGG,0
0,0,0,1,1,DB00609,DB15071,KEGG,0
0,0,0,0,0,DB01602,DB02865,KEGG,0
0,0,0,0,0,DB11639,DB02620,KEGG,0
0,0,0,0,0,DB08889,DB08282,KEGG,0
0,0,0,0,0,DB08661,DB01815,KEGG,0
0,0,0,0,0,DB02391,DB00790,KEGG,0
0,0,0,0,0,DB08316,DB00640,KEGG,0
0,0,0,0,0,DB07024,DB07139,KEGG,0
0,0,0,0,0,DB02548,DB01998,KEGG,0
0,0,0,0,0,DB09086,DB07773,KEGG,0
0,0,0,0,0,DB07303,DB01968,KEGG,0
0,0,0,0,0,DB04139,DB07741,KEGG,0
0,0,0,0,0,DB15643,DB03507,KEGG,0
0,0,0,0,1,DB09080,DB04459,KEGG,0
1,0,0,0,0,DB00128,DB13878,KEGG,0
0,0,0,0,0,DB06883,DB06218,KEGG,0
0,0,0,0,0,DB02907,DB11700,KEGG,0
0,0,0,0,0,DB16703,DB03577,KEGG,0
0,0,0,0,1,DB14068,DB02350,KEGG,0
0,0,0,0,0,DB08082,DB03341,KEGG,0
1,0,0,1,1,DB00656,DB08339,KEGG,0
1,1,1,1,1,DB00555,DB00545,KEGG,0
0,1,0,0,0,DB03366,DB01124,KEGG,0
0,0,0,0,0,DB03863,DB07164,KEGG,0
0,0,0,0,0,DB04284,DB03947,KEGG,0
0,0,0,0,0,DB09195,DB02595,KEGG,0
0,0,0,0,0,DB01632,DB14845,KEGG,0
0,0,0,0,0,DB15873,DB02736,KEGG,0
0,0,0,0,0,DB00165,DB08411,KEGG,0
0,0,0,0,0,DB04761,DB00287,KEGG,0
0,0,0,0,0,DB03374,DB00919,KEGG,0
0,0,0,0,0,DB03903,DB03103,KEGG,0
1,0,0,0,0,DB14499,DB08027,KEGG,0
1,1,1,1,0,DB09332,DB15303,KEGG,0
0,0,0,1,0,DB01941,DB01616,KEGG,0
0,0,0,0,0,DB02690,DB02001,KEGG,0
1,0,0,1,1,DB13872,DB16756,KEGG,0
0,0,0,0,0,DB04606,DB01756,KEGG,0
1,1,0,1,1,DB13914,DB00308,KEGG,0
0,0,0,0,0,DB15797,DB06729,KEGG,0
0,0,0,0,1,DB14004,DB07437,KEGG,0
0,0,0,0,0,DB02104,DB07444,KEGG,0
0,0,0,0,0,DB03305,DB02153,KEGG,0
0,0,0,0,0,DB04532,DB02106,KEGG,0
0,0,0,0,0,DB00569,DB07424,KEGG,0
0,0,0,0,0,DB08177,DB07967,KEGG,0
0,0,0,0,0,DB08463,DB07262,KEGG,0
0,0,0,0,0,DB06942,DB03892,KEGG,0
1,0,1,1,1,DB06614,DB00450,KEGG,0
0,0,0,0,0,DB08512,DB11732,KEGG,0
0,0,0,0,0,DB06880,DB03109,KEGG,0
1,0,1,1,0,DB00036,DB09564,KEGG,0
0,0,0,0,0,DB07266,DB03459,KEGG,0
0,0,0,0,0,DB02984,DB08505,KEGG,0
1,1,0,1,1,DB13729,DB05271,KEGG,0
0,0,0,0,0,DB07123,DB04548,KEGG,0
0,0,0,0,0,DB16739,DB04784,KEGG,0
0,0,0,0,0,DB03958,DB00594,KEGG,0
0,0,0,0,0,DB07519,DB01238,KEGG,0
0,0,0,0,0,DB02049,DB08277,KEGG,0
0,0,0,0,0,DB02786,DB09149,KEGG,0
0,0,0,0,1,DB01354,DB07160,KEGG,0
0,0,0,0,0,DB04018,DB07332,KEGG,0
0,0,0,0,0,DB03807,DB08316,KEGG,0
0,0,0,0,0,DB03238,DB07890,KEGG,0
0,0,0,0,1,DB03606,DB07044,KEGG,0
0,0,0,0,0,DB00032,DB02426,KEGG,0
0,0,0,0,0,DB08594,DB07527,KEGG,0
1,0,1,1,1,DB00494,DB04845,KEGG,0
1,1,0,1,1,DB00874,DB00190,KEGG,0
0,0,0,0,0,DB01947,DB08264,KEGG,0
0,0,0,0,0,DB03907,DB08707,KEGG,0
0,0,0,0,0,DB01112,DB07710,KEGG,0
0,0,0,0,0,DB07050,DB06751,KEGG,0
1,1,1,1,1,DB00916,DB00389,KEGG,0
0,0,0,0,0,DB07623,DB07065,KEGG,0
0,0,0,0,0,DB03699,DB02845,KEGG,0
0,0,0,0,0,DB15624,DB03597,KEGG,0
0,0,0,0,0,DB01906,DB00244,KEGG,0
0,0,0,0,0,DB00229,DB08662,KEGG,0
0,0,0,0,0,DB08150,DB02108,KEGG,0
0,0,0,0,0,DB01612,DB03376,KEGG,0
0,0,0,0,0,DB00210,DB07466,KEGG,0
0,0,0,0,0,DB08115,DB03787,KEGG,0
0,0,0,0,0,DB04608,DB09297,KEGG,0
0,0,1,1,0,DB04528,DB08807,KEGG,0
0,0,0,0,0,DB08935,DB04088,KEGG,0
0,0,0,0,0,DB04557,DB08500,KEGG,0
0,0,0,0,0,DB03394,DB02950,KEGG,0
0,0,0,0,0,DB01110,DB08232,KEGG,0
0,0,0,0,0,DB03171,DB00119,KEGG,0
0,0,0,0,0,DB07345,DB09073,KEGG,0
0,0,0,0,1,DB00590,DB07328,KEGG,0
0,0,0,0,0,DB04347,DB09256,KEGG,0
